"country","pageid","wikidataid","wikititle","name","sex","ethnicity","religion","birth","death","birthplace","deathplace","wiki_url","extracted_text"
"DEU","174058","Q1587473","Hartmut_Koschyk","Hartmut Koschyk","male","white","catholicism",1959-04-16,NA,"49.71972,11.05806",NA,"https://de.wikipedia.org/wiki/Hartmut_Koschyk","Koschyks Eltern stammten aus Oberschlesien. Er besuchte den humanistischen Zweig des Herder-Gymnasiums Forchheim. Nach dem Abitur 1978 trat er als Offizieranwärter in die Bundeswehr ein, aus der 1983 ausschied. Er ist  Oberstleutnant der Reserve (Heer).

1978 trat Koschyk in die CSU und in die Junge Union ein. 1983 bis 1987 war er wissenschaftlicher Mitarbeiter des CDU-Bundestagsabgeordneten Helmut Sauer (Salzgitter) im Deutschen Bundestag in Bonn, daneben studierte er Geschichte und Politische Wissenschaft an der Universität Bonn.

Aufgrund seines ehrenamtlichen Engagements im Jugendverbandsbereich der Vertriebenen, u. a. als Bundesvorsitzender der Schlesischen Jugend, wurde er 1987 mit erst 28 Jahren zum Generalsekretär des Bundes der Vertriebenen berufen. Dieses Amt übte er bis 1991 aus.

Hartmut Koschyk ist seit 1986 verheiratet; das Ehepaar hat drei Kinder. Die Familie wohnte von 1995 bis 2006 in der Gemeinde Bindlach im Landkreis Bayreuth. Mittlerweile bewohnt die Familie das von ihr u. a. mit Denkmalschutzmitteln in Höhe von 1,4 Millionen Euro[2] restaurierte Schloss Goldkronach.
"
"DEU","175577","Q107908","Hartmut_Schauerte","Hartmut Schauerte","male",NA,"catholicism",1944-09-13,NA,"51.1,8.08333",NA,"https://de.wikipedia.org/wiki/Hartmut_Schauerte","Nach dem Abitur 1966 absolvierte Schauerte ein Studium der Rechtswissenschaft an der Ludwig-Maximilians-Universität München und der Rheinischen Friedrich-Wilhelms-Universität Bonn, welches er 1972 mit dem ersten juristischen Staatsexamen beendete. Nach dem Referendariat legte er 1975 auch das zweite Staatsexamen ab und ist seitdem als Rechtsanwalt zugelassen. Von 1978 bis 1994 war er außerdem als Notar tätig.

Nach Ende seiner politischen Karriere arbeitet Schauerte wieder als Anwalt, unter anderem vertrat er Waldbauern im Streit um ausgewilderte Wisente am Rothaarsteig.[1]
Hartmut Schauerte ist verheiratet und hat vier Kinder. Er wohnt im Kirchhundemer Ortsteil Flape.[2]"
"DEU","6140811","Q1587570","Hartmut_Soell","Hartmut Soell","male",NA,"protestantism evangelical",1939-03-11,NA,"48.57111,7.80889",NA,"https://de.wikipedia.org/wiki/Hartmut_Soell","Soell war wissenschaftlicher Assistent an der Universität Heidelberg. 1963 wurde er dort mit einer Untersuchung über Die sozialdemokratische Arbeiterbewegung im Reichsland Elsaß-Lothringen 1871–1918 bei Werner Conze promoviert. 1974 folgte seine Habilitation. Danach war er ordentlicher Professor für Neuere Geschichte an der Universität Heidelberg. Er verfasste umfangreiche Biografien zu drei SPD-Politikern der westdeutschen Nachkriegszeit.

Hartmut Soell starb am 6. April 2023.[1]"
"DEU","496014","Q126246","Hartwig_Fischer_(Politiker)","Hartwig Fischer","male","white","protestantism evangelical",1948-11-14,NA,"52.92111,9.23056",NA,"https://de.wikipedia.org/wiki/Hartwig_Fischer_(Politiker)","Nach dem Hauptschulabschluss im Jahre 1966 absolvierte Hartwig Fischer eine dreijährige Lehre zum Einzelhandelskaufmann mit der Fachrichtung Sportartikel.
Anschließend leistete er seinen Wehrdienst beim Bundesgrenzschutz See in Neustadt (Ostsee) ab.
Von 1970 bis 1975 arbeitete Hartwig Fischer als Verkäufer, Substitut und Abteilungsleiter im Einkauf bei der Karstadt AG in Göttingen. Zwischen 1975 und 1986 war er zudem Vorsitzender des Betriebsrates und gehörte von 1978 bis 1986 dem Wirtschaftsausschuss des Gesamtkonzerns der Karstadt AG an.

Hartwig Fischer ist verheiratet und Vater von zwei Kindern.
"
"DEU","435670","Q57211","Hasso_von_Manteuffel","Hasso von Manteuffel","male","white","protestantism evangelical",1897-01-14,1978-09-24,"52.4,13.06667","47.41667,11.87833","https://de.wikipedia.org/wiki/Hasso_von_Manteuffel",""
"DEU","2467044","Q1593173","Hedda_Heuser-Schreiber","Hedda Heuser","female",NA,"protestantism evangelical",1926-10-16,2007-05-29,"50.94222,6.95778","49.89167,10.89167","https://de.wikipedia.org/wiki/Hedda_Heuser-Schreiber","Nach dem Abitur in Schwabach nahm Heuser-Schreiber ein Studium der Medizin an den Universitäten in München und Düsseldorf auf, das sie 1951 mit dem medizinischen Staatsexamen und mit der Promotion zum Dr. med. beendete. Verheiratet mit dem Röntgenologen Wolfgang Heuser bildete sie sich auf dem Gebiet der Radiologie fort und arbeitete in Kölner Krankenhäusern. Später war sie zunächst als Ärztin in einer Praxis für Allgemeinmedizin in Bensberg, dann in einer Röntgenpraxis in Bergisch Gladbach tätig.

Heuser-Schreiber arbeitete seit 1965 als freiberufliche Medizinjournalistin in Funk und Fernsehen. Dabei widmete sie sich vor allem gesundheits-, sozial- und frauenpolitischen Themen. Von 1969 bis 1981 war sie Mitglied des Beirats der Friedrich-Naumann-Stiftung. Von 1973 bis 1989 war sie Präsidentin des Deutschen Ärztinnenbundes und wurde anschließend dessen Ehrenpräsidentin. Außerdem war sie seit 1974 Mitglied im Bundesgesundheitsrat und von 1969 bis 1977 Vorstandsmitglied des Hartmannbundes.
"
"DEU","1449977","Q1467396","Hedda_von_Wedel","Hedda Meseke","female","white","protestantism lutheran",1942-07-18,NA,"51.79167,11.14722",NA,"https://de.wikipedia.org/wiki/Hedda_von_Wedel",""
"DEU","2404280","Q1593257","Hedi_Flitz","Hedi Flitz","female",NA,"protestantism evangelical",1900-02-22,1994-10-19,"50.33806,7.71056",NA,"https://de.wikipedia.org/wiki/Hedi_Flitz","Nach dem Abitur 1919 an der Städtischen Studienanstalt der realgymnasialen Richtung zu Cassel[1], der Hedi Flitz auch in den folgenden Jahren verbunden war,[2] nahm Flitz ein Studium der neueren Sprachen an der Philipps-Universität Marburg, Universität zu Köln, Albert-Ludwigs-Universität Freiburg und Universität Mannheim auf, das sie 1924 mit der Promotion zum Dr. phil. beendete. Von 1926 bis 1933 war sie ehrenamtlich in der überparteilichen staatsbürgerlichen Frauenarbeit tätig. Nach dem Zweiten Weltkrieg setzte Flitz ihre ehrenamtliche Tätigkeit in der Frauenarbeit fort, war von 1952 bis 1956 Landesvorsitzende und seit 1958 stellvertretende Bundesvorsitzende des Deutschen Frauenrings. Von 1958 bis 1973 amtierte sie als Vizepräsidentin der International Alliance of Women. In dieser Funktion klagte sie auf einer Tagung 1963, dass in der Bundesrepublik „aus optischen Gründen ... die Listen hin und wieder durch eine ‚Konzessionsfrau‘ aufgelockert.“[3] würden.
"
"DEU","673246","Q1533490","Hedi_Wegener","Hedi Wegener","female","white","protestantism evangelical",1945-10-01,NA,"51.36833,6.94",NA,"https://de.wikipedia.org/wiki/Hedi_Wegener","In den Jahren 1965 bis 1969 absolvierte Hedi Wegener ein Studium der Sozialpädagogik in Hannover, welches sie als Diplom-Sozialpädagogin (FH) beendete. Anschließend trat sie in den sozialen Dienst der Stadt Lüneburg ein. Im Jahr 1972 übernahm sie die Leitung der Drogenberatungsstelle des Diakonischen Werks Lüneburg. 1975 wechselte sie zum Landesjugendamt, wo sie in der Intensivbetreuung tätig war. Nebenberuflich studierte sie an der Universität Hamburg Psychologie. Ab 1981 arbeitete sie dann als Bewährungshelferin in der Führungsaufsichtsstelle beim Landgericht Lüneburg. Seit 1990 war sie Koordinatorin für den Landgerichtsbezirk Lüneburg. 1998 absolvierte sie eine Ausbildung zur Mediatorin an der Universität Lüneburg.

Hedi Wegener ist seit 1968 verheiratet und hat zwei Söhne.
"
"DEU","237975","Q1593357","Hedwig_Jochmus","Hedwig Jochmus","female","white","protestantism evangelical",1899-06-22,1993-07-25,"51.31578,9.49792","49.41222,8.71","https://de.wikipedia.org/wiki/Hedwig_Jochmus","Hedwig Jochmus wurde in Kassel[2] als Tochter des Bürgermeisters Hermann Jochmus geboren. Sie besuchte die Städtische Studienanstalt der realgymnasialen Richtung zu Cassel und erlangte dort ihr Abitur im Schuljahr 1918.[3] Mit Untersuchungen über ungesättigte Ketone wurde sie 1926 an der Universität Halle-Wittenberg in Chemie promoviert. Anschließend arbeitete Jochmus als Chemikerin bei der IG Farbenindustrie in Ludwigshafen und nach dem Krieg bei der BASF. Sie ist Mitbegründerin des Bundes angestellter Akademiker in der IG Chemie.[4]"
"DEU","2789461","Q1593382","Hedwig_Meermann","Hedwig Meermann","female","white","catholicism",1913-08-07,2000-04-09,"51.45083,7.01306","47.985,8.82333","https://de.wikipedia.org/wiki/Hedwig_Meermann","Meermann wurde als ältestes von vier Kindern in eine Lehrerfamilie hineingeboren. Nach dem Abitur 1932 und dem Besuch der Handelsschule 1933 ging sie für ein Jahr nach Frankreich, um in Lyon ihre Französischkenntnisse aufzubessern. Von 1934 bis 1943 arbeitete sie in kaufmännischer Tätigkeit als Sekretärin und Sachbearbeiterin für verschiedene Firmen und Wirtschaftsverbände. 1944 zog sie aus dem Ruhrgebiet nach Tuttlingen.

Nach dem Zweiten Weltkrieg wurde Meermann von 1945 bis 1947 als Dolmetscherin für Französisch bei der Stadt Tuttlingen beschäftigt. Sie hatte sich 1946 der ÖTV angeschlossen und arbeitete außerdem als Dolmetscherin und Übersetzerin für die Gewerkschaften sowie für das Landratsamt. 1949/50 war sie bei den Tuttlinger Maschinenbauwerk Chiron tätig. Nach ihrer Hochzeit kümmerte sie sich als Hausfrau um ihre Familie, aus der ein Sohn hervorging. In der Folgezeit leitete sie von 1954 bis 1957 den Kurs Die Frau als Staatsbürgerin an der Volkshochschule Tuttlingen. Hierzu absolvierte sie 1955 eine Studienreise in die Vereinigten Staaten.
"
"DEU","3238043","Q1593912","Heide_Mattischeck","Heide Mattischeck","female",NA,"protestantism evangelical",1939-05-26,NA,"52.51667,13.38333",NA,"https://de.wikipedia.org/wiki/Heide_Mattischeck",""
"DEU","20515","Q65515","Heide_Simonis","Heide Simonis","female","white",NA,1943-07-04,NA,"50.73389,7.09972",NA,"https://de.wikipedia.org/wiki/Heide_Simonis","Heide Simonis war die älteste von drei Töchtern von Horst und Sophia Steinhardt. Simonis’ Vater stammte aus einer Königsberger Kaufmannsfamilie, ihre Mutter aus einer rheinischen Handwerkerfamilie. Nach seiner Kriegsrückkehr arbeitete der Vater bei der damaligen Bundesanstalt für Arbeitsvermittlung und wurde Verwaltungsdirektor.[4] Ihre Mutter war kurzzeitig als zweite Sekretärin des damaligen Bundeskanzlers Konrad Adenauer berufstätig. Ihren Vater bezeichnete Simonis als politisch „deutsch-national“, ihre Mutter als „noch weiter rechts“.[5]
Ab 1967 war Heide Simonis mit dem Volkswirt Udo Ernst Simonis (* 1937) verheiratet, den sie während des Studiums in Kiel kennenlernte und der als Professor für Ökonomie an der Technischen Universität Berlin und Direktor und Forschungsprofessor für Umweltpolitik am Wissenschaftszentrum Berlin für Sozialforschung tätig war.[6]
In ihrer frühen Kindheit litt Simonis an schwerem Asthma, weswegen sie ab ihrem dritten Lebensjahr längere Zeiträume in Kinderheimen in Bad Soden, Freudenstadt, Garmisch-Partenkirchen und im Westerwald verbrachte, die sie sehr positiv in Erinnerung hatte.
Bedingt durch den Umzug der Familie, zunächst nach Hamburg, später nach Nürnberg, besuchte sie verschiedene Schulen. Ihr Abitur legte sie 1962 an einem evangelischen Mädchengymnasium in Nürnberg ab, an dem sie Klassensprecherin sowie stellvertretende Schülersprecherin war.

Ursprünglich plante Simonis, Physik in München zu studieren, entschied sich dann jedoch aufgrund von Zweifeln und Bedenken ihrer Mutter für ein Studium der Volkswirtschaftslehre an der Friedrich-Alexander-Universität Erlangen-Nürnberg. Bedingt durch einen erneuten Umzug der Familie nach Kiel, wo ihr Vater eine Anstellung als Direktor des Arbeitsamtes gefunden hatte, setzte sie ihr Studium an der dortigen Christian-Albrechts-Universität fort. 1967 legte sie ihr Examen ab und erlangte den akademischen Grad der Diplom-Volkswirtin.

Von 1967 bis 1969 lebte das Ehepaar Simonis in der sambischen Hauptstadt Lusaka, wo Udo Simonis als persönlicher Berater des Präsidenten Kenneth Kaunda tätig war und Projekte zur Landesentwicklung erarbeitete.[6] Heide Simonis gab währenddessen Deutschunterricht an der Universität Lusaka und arbeitete bei der Zambian Airways. Sie beteiligte sich außerdem an von der Kirche initiierten Entwicklungsprojekten.

Nach ihrer Rückkehr nach Deutschland arbeitete Simonis zunächst als Sekretärin am Institut für Finanzen in Kiel. 1970 erhielt ihr Mann als einer von zwölf Wissenschaftlern weltweit ein Stipendium der Japanischen Gesellschaft für die Förderung der Wissenschaften, was ihm eine wissenschaftliche Tätigkeit am Institut für Entwicklungsländerforschung und an der Universität von Tokio ermöglichte. Auch dorthin begleitete Simonis ihren Mann. In Tokio arbeitete sie als Lektorin für Deutsch am Goethe-Institut und als Marketing Researcher für Triumph International. Zurück in Deutschland war sie ab 1972 Berufsberaterin für Abiturienten und Hochschüler bei der Bundesanstalt für Arbeit am Arbeitsamt in Kiel.

Simonis überstand im Jahr 2002 eine Brustkrebs-Erkrankung. Im Jahr 2014 sprach sie erstmals öffentlich über ihre Parkinsonerkrankung, an der sie seit 2012 litt.[7]
Zu ihrem 80. Geburtstag am 4. Juli 2023 erhielt Heide Simonis Glückwünsche unter anderem von Ministerpräsident Daniel Günther sowie der SPD-Landesvorsitzenden Serpil Midyatli.[8] Acht Tage später starb sie in Kiel, wo sie zuletzt zurückgezogen von der Öffentlichkeit lebte.[9]
Simonis wurde am 28. Juli 2023 nach einer Trauerfeier in der Kieler Petruskirche auf dem Kieler Südfriedhof beigesetzt.[10][11]"
"DEU","6139587","Q1594097","Heidemarie_Dann","Heidemarie Dann","female",NA,NA,1950-03-27,NA,"49.48111,8.43528",NA,"https://de.wikipedia.org/wiki/Heidemarie_Dann",NA
"DEU","1642594","Q1594099","Heidemarie_Ehlert","Heidemarie Ehlert","female",NA,NA,1950-09-01,NA,"51.48306,11.97194",NA,"https://de.wikipedia.org/wiki/Heidemarie_Ehlert",NA
"DEU","1100908","Q1506993","Heidemarie_Lüth","Heidemarie Lüth","female",NA,NA,1946-09-24,NA,"54.3,13.08333",NA,"https://de.wikipedia.org/wiki/Heidemarie_Lüth","1965 schloss sie die Schule mit dem Abitur ab. Von 1965 bis 1969 studierte sie an der Karl-Marx-Universität Leipzig. Danach war sie bis 1984 als Lehrerin für Geschichte und Staatsbürgerkunde tätig, dann von 1984 bis 1989 Direktorin. Anschließend arbeitete sie bis Januar 1990 als erste Sekretärin der Kreisleitung der SED Leipzig/West.

Darauf folgend arbeitete sie politisch für die aus der SED hervorgegangene PDS. Als die PDS erstmals in den Deutschen Bundestag einzog, wurde sie als Mitarbeiterin der Bundestagsabgeordneten (MdB) Barbara Höll (PDS) eingestellt.

Heidi Lüth ist verheiratet und hat drei Kinder.
"
"DEU","14927","Q84390","Heidemarie_Wieczorek-Zeul","Heidemarie Wieczorek-Zeul","female","white",NA,1942-11-21,NA,"50.11361,8.67972",NA,"https://de.wikipedia.org/wiki/Heidemarie_Wieczorek-Zeul","Heidemarie Zeul absolvierte nach ihrem Abitur an der Frankfurter Herderschule von 1961 bis 1965 ein Studium für das Lehramt an Haupt- und Realschulen für die Fächer Englisch und Geschichte an der Johann-Wolfgang-Goethe-Universität Frankfurt am Main. Von 1965 bis 1974 war sie als Lehrerin an der Friedrich-Ebert-Schule und von 1977 bis 1978 an der Georg-Büchner-Schule in Rüsselsheim tätig. Von 1965 bis 1979 war sie mit dem SPD-Politiker Norbert Wieczorek verheiratet. Nach der Scheidung behielt sie den Nachnamen Wieczorek-Zeul.[1]
Sie ist evangelisch und bezeichnete ihre christliche Überzeugung „immer als meine Richtschnur“.[2]"
"DEU","547195","Q1594119","Heidemarie_Wright","Heidemarie Wright","female",NA,"catholicism",1951-02-20,NA,"49.88333,9.3",NA,"https://de.wikipedia.org/wiki/Heidemarie_Wright","Nach dem Besuch der Volksschule absolvierte Heidemarie Wright eine Lehre zur Rechtsanwaltsgehilfin und war anschließend in Anwaltskanzleien in Aschaffenburg und Hanau tätig. Nach einer achtjährigen Familienpause arbeitete sie als Verwaltungsangestellte bei der Polizei.

Heidemarie Wright ist seit 2006 in zweiter Ehe mit Harald Schneider verheiratet und hat aus der ersten Ehe zwei Töchter. Ebenfalls zur Familie gehören  zwei Söhne aus der ersten Ehe des geschiedenen Ehemannes.
"
"DEU","422078","Q99120","Heidi_Knake-Werner","Heidi Knake-Werner","female",NA,NA,1943-03-05,NA,"51.53139,20.00889",NA,"https://de.wikipedia.org/wiki/Heidi_Knake-Werner",""
"DEU","3000317","Q1594334","Heidi_Lippmann","Heidi Lippmann","female",NA,NA,1956-04-02,NA,"51.53389,9.93556",NA,"https://de.wikipedia.org/wiki/Heidi_Lippmann","Lippmann besuchte von 1962 bis 1966 die Lutherschule in Göttingen, anschließend die Personn-Realschule für Mädchen, die sie 1972 mit der Mittleren Reife abschloss. Es folgte eine Ausbildung Korrespondentin der englischen und französischen Sprache beim Fremdsprachen- und Dolmetscherinstitut in Göttingen. Von 1975 bis 1977 war sie an den Universitäts-Kliniken in Göttingen und anschließend bis 1987 an der Pädagogischen Hochschule Niedersachsen. Während der Zeit erlangte sie die fachgebundene Hochschulreife. Seit 1987 arbeitete sie als Angestellte im Fremdsprachendienst der Georg-August-Universität Göttingen. Sie ist Mutter dreier Kinder. Nach ihrem Ausscheiden aus der Politik machte sich Lippmann beruflich selbständig und eröffnete im hessischen Simtshausen im Landkreis Marburg-Biedenkopf einen Swingerclub.[2]"
"DEU","10718325","Q61965546","Heidi_Reichinnek","Heidi Reichinnek","female",NA,NA,1988-04-19,NA,"51.35444,11.99278",NA,"https://de.wikipedia.org/wiki/Heidi_Reichinnek","Reichinnek wuchs in Obhausen auf. Nach dem Abitur studierte sie von 2007 bis 2011 Nahoststudien und Politikwissenschaft an der Martin-Luther-Universität Halle-Wittenberg und schloss das Studium mit dem Bachelor of Arts ab. Während dieses Studiums hielt sie sich von September 2010 bis Juni 2011 in Kairo auf und erlebte dort Demonstrationen und Aufstände im Rahmen des arabischen Frühlings. Danach setzte sie ihr Studium an der Philipps-Universität Marburg fort, schloss dieses 2013 mit dem Master of Arts in Politik und Wirtschaft des Nahen und Mittleren Ostens ab und arbeitete im Anschluss von 2013 bis 2015 am Marburger Centrum für Nah- und Mitteloststudien als wissenschaftliche Mitarbeiterin in einem Forschungsprojekt des Auswärtigen Amtes zu Islamismus und Salafismus in den arabischen Transformationsgesellschaften. Von 2015 bis 2016 war Reichinnek als Sprach- und Kulturfachkraft in der Ausbildung geflüchteter Kinder und Jugendlicher tätig, indem sie unter anderem sprachliche Fähigkeiten vermittelte. In den Jahren 2017 bis 2020 arbeitete sie als Projektkoordinatorin mit verschiedenen gesellschaftspolitischen Schwerpunkten (Demokratisierung, Radikalisierungsprävention, Gemeinwesenarbeit). Seit 2021 folgte bis zu ihrem Einzug in den Bundestag eine pädagogische Tätigkeit bei der evangelischen Jugendhilfe in Osnabrück.[1] Für die Dauer ihres Mandats ist Reichinnek von ihrer Arbeit freigestellt. Sie lebt in Osnabrück.
"
"DEU","939090","Q101617","Heidrun_Bluhm-Förster","Heidrun Bluhm-Förster","female","white","atheism",1958-01-18,NA,"53.63333,11.41667",NA,"https://de.wikipedia.org/wiki/Heidrun_Bluhm-Förster","Nach dem Besuch der Polytechnischen Oberschule machte Heidrun Bluhm von 1974 bis 1976 zunächst eine Berufsausbildung zur Bauzeichnerin. Anschließend trat sie als Mitarbeiterin in die Kreisleitung Schwerin der FDJ ein. 1977 besuchte sie die Jugendhochschule „Wilhelm Pieck“ für ein Studium des Marxismus-Leninismus. Von 1981 bis 1990 war Heidrun Bluhm als Lehrerin für Marxismus-Leninismus zunächst in der Bezirksgewerkschaftsschule des FDGB und ab 1988 am Institut des ZK der SED in Schwerin tätig. Nebenberuflich absolvierte sie ein Studium der Gesellschaftswissenschaften in Berlin, das sie 1990 mit dem Diplom beendete. Anschließend studierte sie bis 1992 Innenarchitektur/Design in Hamburg.[2]
Von 1990 bis 1991 war sie als Mitarbeiterin beim Landesvorstand der PDS in Mecklenburg-Vorpommern tätig und studierte gleichzeitig Innenarchitektur und Design in Hamburg. Nach dem Abschluss des Studiums 1992 mit dem Diplom (FH) war Heidrun Bluhm bis 2002 selbständige Inhaberin eines Planungsbüros für Innenarchitektur. Daneben war sie von 1996 bis 2002 Geschäftsführende Gesellschafterin der Schmidt & Bluhm Planungs- und Projektmanagementgesellschaft mbH und von 1994 bis 2002 Mitgesellschafterin der Bluhm & Bluhm Immobilienverwertungs- und Verwaltungsgesellschaft. Heidrun Bluhm ist Mitglied im Stiftungsrat der Bundesstiftung Baukultur.[3] Ein Schwerpunkt ihrer politischen und parlamentarischen Arbeit ist die Wiedereinführung der Wohnungsgemeinnützigkeit.[4]
Heidrun Bluhm ist verheiratet und hat zwei Kinder.
"
"DEU","4764254","Q1594414","Heidrun_Dittrich","Heidrun Dittrich","female","white",NA,1958-09-23,NA,"50.85194,12.46361",NA,"https://de.wikipedia.org/wiki/Heidrun_Dittrich","Dittrich wuchs in Baden-Württemberg auf und arbeitete zunächst als Sachbearbeiterin beim Arbeitsamt. 1978 war sie eine der ersten Seminarleiterinnen im deutsch-französischen Jugendaustausch. Für die Deutsche Angestellten-Gewerkschaft (DAG) war sie zunächst ehrenamtlich auf Bezirks-, Landes- und Bundesebene tätig, später dann hauptberuflich als Landesjugendleiterin bei der DAG Baden-Württemberg seit 2001 ver.di. 1982 begann sie ein Studium der Sozialwissenschaften an der Uni Hannover, das sie mit dem Diplom abschloss. An der Fachhochschule Hannover absolvierte sie ein Zweitstudium zur Diplom-Sozialarbeiterin mit dem Schwerpunkt „Weibliche Identität im Prozess der Migration“. Im Anschluss arbeitete sie als Sozialarbeiterin an der IGS Roderbruch. Seit 1998 ist sie als Sozialarbeiterin beim Jugendamt in Hannover angestellt.
"
"DEU","5238611","Q1594415","Heidrun_Dräger","Heidrun Dräger","female","white","protestantism evangelical",1958-11-24,NA,"53.43167,11.19306",NA,"https://de.wikipedia.org/wiki/Heidrun_Dräger","Heidrun Dräger besuchte von 1965 bis 1975 die Polytechnische Oberschule in Neu-Gülze und machte von 1975 bis 1977 eine Lehre als Datenverarbeiterin. In den Jahren 1979 bis 1983 bildete sie sich im Fernstudium Organisation und Datenverarbeitung weiter und schloss das Studium als Ingenieurökonomin, Diplom-Betriebswirtin ab. Ab 1978 arbeitete sie als Betriebsorganisatorin in der VEB Elbewerft Boizenburg.

Heidrun Dräger ist verheiratet und evangelisch.
"
"DEU","7905091","Q15813173","Heidtrud_Henn","Heidtrud Henn","female","white","protestantism evangelical",1962-07-12,NA,NA,NA,"https://de.wikipedia.org/wiki/Heidtrud_Henn",""
"DEU","7888342","Q15114946","Heike_Baehrens","Heike Baehrens","female","white","protestantism lutheran",1955-09-21,NA,"51.86667,9.5",NA,"https://de.wikipedia.org/wiki/Heike_Baehrens",""
"DEU","2132609","Q1594501","Heike_Brehmer","Heike Brehmer","female","white",NA,1962-11-05,NA,"51.86667,11.56667",NA,"https://de.wikipedia.org/wiki/Heike_Brehmer",""
"DEU","11949585","Q108755291","Heike_Engelhardt","Heike Engelhardt","female",NA,NA,1961-06-05,NA,"48.7775,9.18",NA,"https://de.wikipedia.org/wiki/Heike_Engelhardt",""
"DEU","954095","Q1661616","Heike_Hänsel","Heike Hänsel","female","white","catholicism",1966-01-01,NA,"48.7775,9.18",NA,"https://de.wikipedia.org/wiki/Heike_Hänsel","Nach dem Abitur 1985 am Gymnasium am Romäusring in Villingen-Schwenningen begann Heike Hänsel zunächst ein Studium der Katholischen Theologie an der Eberhard Karls Universität Tübingen. 1990 wechselte sie an die Justus-Liebig-Universität Gießen und absolvierte hier ein Studium der Ökotrophologie, das sie 1997 als Diplom-Ökotrophologin beendete. Im  Rahmen dieses Studiums forschte sie von 1993 bis 1994 in Indonesien an der Universität Jakarta in Zusammenarbeit mit der Deutschen Gesellschaft für Technische Zusammenarbeit und führte u. a. Ernährungskampagnen in Slumgebieten Jakartas durch.

Ab 1997 war sie Mitarbeiterin bei der Gesellschaft Kultur des Friedens und im Auftrag der OSZE Wahlbeobachterin u. a. bei den Wahlen von Mostar 1997 und Kosovo 2001. Sie war Mitglied im Kulturkreis „Violeta Parra“ in Tübingen, wo sie sich für die Chilenen im Exil und gegen die Diktatur Pinochets einsetzte. 1988 war sie als Mitglied des Mikis-Theodorakis-Chors (Tübingen) in Chile bei dem großen internationalen Kulturtreffen „Chile Crea“.

Hänsel ist seit 1988 in der Friedensbewegung aktiv und seit 2001 in der globalisierungskritischen Bewegung Attac. Von 2001 bis 2003 gehörte sie dem Koordinierungskreis von Attac Deutschland an und war von 2004 bis 2005 Sprecherin der EU-AG von Attac Deutschland.
"
"DEU","6118610","Q1594559","Heike_Niggemeyer","Heike Niggemeyer","female",NA,NA,1961-06-06,NA,"53.55,10",NA,"https://de.wikipedia.org/wiki/Heike_Niggemeyer",""
"DEU","667252","Q111285","Heike_Wilms-Kegel","Heike Wilms-Kegel","female",NA,"protestantism evangelical",1952-10-19,NA,"53.07694,8.80889",NA,"https://de.wikipedia.org/wiki/Heike_Wilms-Kegel","Nach dem Abitur 1971 am Gymnasium Tannenbusch in Bonn begann Heike Wilms-Kegel ein Studium der Medizin an der Universität Bonn, welches sie 1979 mit der Approbation beendete. Danach war sie als Assistenzärztin in der Chirurgie und von 1980 bis 1982 in der Radiologie, Strahlentherapie und Onkologie tätig. Anschließend war sie bis zu ihrem Einzug in den Bundestag Abteilungsärztin an der psychosomatischen Fachklinik Bad Tönisstein.  Nach ihrem Ausscheiden aus dem Bundestag wurde Wilms-Kegel Direktorin bei CARE Deutschland in Moskau; danach leitete sie von 1991 bis Mitte 1997 die Abteilung ""Gesundheitspolitik und Kommunikation"" der Firma Upjohn GmbH in Heppenheim. 1997 wurde sie Geschäftsführerin des Deutschen Heilbäderverbandes.
"
"DEU","10064228","Q40999302","Heiko_Heßenkemper","Heiko Heßenkemper","male",NA,NA,1956-01-11,NA,"51.66667,7.81667",NA,"https://de.wikipedia.org/wiki/Heiko_Heßenkemper",""
"DEU","715044","Q108447","Heiko_Maas","Heiko Maas","male","white","catholicism",1966-09-19,NA,"49.31667,6.75",NA,"https://de.wikipedia.org/wiki/Heiko_Maas","Heiko Maas wurde als ältester von drei Söhnen eines Berufssoldaten und einer Schneiderin in einer katholisch geprägten Familie in Saarlouis geboren. Er wuchs katholisch auf, war Messdiener und  engagierte sich einige Jahre in der katholischen Jugend.[3] 1987 legte Maas sein Abitur am Staatlichen Realgymnasium in Völklingen bei Saarbrücken ab.

Nach dem Wehrdienst arbeitete er ein Jahr lang als Produktionshelfer bei den Ford-Werken in Saarlouis.[4] 1989 begann er ein Studium der Rechtswissenschaft an der Universität des Saarlandes, das er 1993 mit dem Ersten Staatsexamen abschloss. Nach dem Referendariat u. a. am Landgericht Saarbrücken legte er 1996 das Zweite Staatsexamen ab. Er ist Mitglied der Gewerkschaft IG Metall.
"
"DEU","7888667","Q15340085","Heiko_Schmelzle","Heiko Schmelzle","male","white","protestantism lutheran",1970-03-24,NA,"53.25,7.91667",NA,"https://de.wikipedia.org/wiki/Heiko_Schmelzle",""
"DEU","10066213","Q40897036","Heiko_Wildberg","Heiko Wildberg","male",NA,NA,1952-05-19,NA,"53.52861,8.10556",NA,"https://de.wikipedia.org/wiki/Heiko_Wildberg",""
